"Time (s)","Volts (mV)","Power (mW)","Remaining %"
"12393","3551","8478","1"
"12398","3555","8151","1"
"12403","3538","8168","1"
"12408","3536","7960","1"
"12414","3531","7906","1"
"12419","3531","7781","1"
"12424","3541","7694","1"
"12429","3528","8515","1"
"12434","3547","7980","1"
"12439","3554","7754","1"
"12444","3539","8256","1"
"12449","3554","8202","1"
"12455","3543","7970","1"
"12460","3549","8225","1"
"12465","3544","7892","1"
"12470","3528","8737","1"
"12475","3520","8286","1"
"12480","3546","8444","1"
"12485","3534","7892","1"
"12490","3541","8555","1"
"12496","3534","8669","1"
"12501","3539","8774","1"
"12506","3544","7778","1"
"12511","3525","8545","1"
"12516","3507","8135","1"
"12521","3551","9255","1"
"12526","3526","7960","1"
"12531","3538","8754","1"
"12537","3514","7613","1"
"12542","3504","8710","1"
"12547","3538","7788","1"
"12552","3520","7839","1"
"12557","3509","7872","1"
"12562","3522","8754","1"
"12567","3518","8286","1"
"12573","3522","8124","1"
"12578","3546","7926","1"
"12583","3501","8135","1"
"12588","3530","7822","1"
"12593","3531","7993","1"
"12598","3531","8192","1"
"12603","3525","7448","1"
"12608","3525","7943","1"
"12614","3533","7950","1"
"12619","3520","8424","1"
"12624","3534","8098","1"
"12629","3520","7960","1"
"12634","3536","7778","1"
"12639","3531","8367","1"
"12644","3530","8252","1"
"12649","3531","8895","1"
"12655","3547","8020","1"
"12660","3517","8330","1"
"12665","3510","8064","1"
"12670","3518","8720","1"
"12675","3517","8239","1"
"12680","3517","8902","1"
"12685","3498","8114","1"
"12690","3534","8505","1"
"12696","3525","7832","1"
"12701","3522","8908","1"
"12706","3535","7970","1"
"12711","3530","8246","1"
"12716","3527","8081","1"
"12721","3494","8168","1"
"12726","3535","7849","1"
"12731","3530","7462","1"
"12737","3539","8545","1"
"12742","3535","7980","1"
"12747","3494","7468","1"
"12752","3530","8168","1"
"12757","3530","8131","1"
"12762","3530","8377","1"
"12767","3544","7781","1"
"12772","3527","7980","1"
"12778","3509","7953","1"
"12783","3520","8219","1"
"12788","3536","7788","1"
"12793","3510","8192","1"
"12798","3528","8252","1"
"12803","3518","8212","1"
"12808","3517","8390","1"
"12813","3522","7795","1"
"12819","3517","8515","1"
"12824","3514","7674","1"
"12829","3538","8686","1"
"12834","3510","7660","1"
"12839","3517","8434","1"
"12844","3535","7778","1"
"12849","3528","8730","1"
"12854","3517","8347","1"
"12860","3533","8592","1"
"12865","3531","8054","1"
"12870","3499","8865","1"
"12875","3547","8091","1"
"12880","3528","8622","1"
"12885","3512","7744","1"
"12890","3514","8521","1"
"12895","3504","7997","1"
"12901","3528","8124","1"
"12906","3533","8108","1"
"12911","3538","8299","1"
"12916","3517","8316","1"
"12921","3531","7812","1"
"12926","3520","7953","1"
"12931","3520","7754","1"
"12936","3523","8141","1"
"12942","3536","7778","1"
"12947","3524","7889","1"
"12952","3528","7987","1"
"12957","3523","8114","1"
"12962","3521","8192","1"
"12967","3532","8101","1"
"12972","3512","8434","1"
"12977","3512","8804","1"
"12983","3515","8256","1"
"12988","3494","9033","1"
"12993","3491","7960","1"
"12998","3516","8643","1"
"13003","3508","7613","1"
"13008","3508","8468","1"
"13013","3524","8192","1"
"13018","3516","8875","1"
"13024","3532","8141","1"
"13029","3523","9221","1"
"13034","3489","8316","1"
"13039","3494","8686","1"
"13044","3507","7788","1"
"13049","3523","8865","1"
"13054","3532","8377","1"
"13059","3497","8289","1"
"13065","3505","8313","1"
"13070","3509","7849","1"
"13075","3517","8367","1"
"13080","3519","8272","1"
"13085","3521","8185","1"
"13090","3517","8444","1"
"13095","3500","8168","1"
"13100","3524","7997","1"
"13106","3525","8424","1"
"13111","3521","8289","1"
"13116","3537","8124","1"
"13121","3508","7442","1"
"13126","3524","8098","1"
"13131","3517","8192","1"
"13136","3508","7788","1"
"13141","3519","8269","1"
"13147","3517","8064","1"
"13152","3509","7754","1"
"13157","3508","7751","1"
"13162","3516","7859","1"
"13167","3517","8306","1"
"13172","3517","8047","1"
"13177","3528","8434","1"
"13182","3512","8219","1"
"13188","3526","8468","1"
"13193","3489","7960","1"
"13198","3505","8400","1"
"13203","3502","7788","1"
"13208","3484","8935","1"
"13213","3526","8192","1"
"13218","3510","8824","1"
"13223","3481","8219","1"
"13229","3507","8488","1"
"13234","3516","8124","1"
"13239","3508","8417","1"
"13244","3502","7640","1"
"13249","3510","8316","1"
"13254","3510","7876","1"
"13259","3523","7778","1"
"13264","3497","8686","1"
"13270","3505","7711","1"
"13275","3518","8340","1"
"13280","3508","7916","1"
"13285","3510","7401","1"
"13290","3483","7839","1"
"13295","3511","7805","1"
"13300","3500","8225","1"
"13305","3529","7876","1"
"13311","3523","8098","1"
"13316","3507","8158","1"
"13321","3510","7980","1"
"13326","3516","8373","1"
"13331","3492","8124","1"
"13336","3500","7892","1"
"13341","3507","8286","1"
"13346","3518","7771","1"
"13352","3534","8279","1"
"13357","3500","7980","1"
"13362","3516","7690","1"
"13367","3491","8269","1"
"13372","3508","7966","1"
"13377","3481","8693","1"
"13382","3487","8461","1"
"13387","3532","8451","1"
"13393","3489","7832","1"
"13398","3513","8192","1"
"13403","3511","8357","1"
"13408","3513","8521","1"
"13413","3509","7943","1"
"13418","3525","8902","1"
"13423","3507","7768","1"
"13428","3498","8669","1"
"13434","3514","7889","1"
"13439","3504","7781","1"
"13444","3510","8286","1"
"13449","3520","8484","1"
"13454","3501","7970","1"
"13459","3510","8299","1"
"13464","3504","7872","1"
"13469","3501","8040","1"
"13475","3504","7717","1"
"13480","3515","7909","1"
"13485","3488","7906","1"
"13490","3499","7812","1"
"13495","3496","8229","1"
"13500","3502","8333","1"
"13505","3514","7889","1"
"13510","3491","7754","1"
"13516","3512","7795","1"
"13521","3496","7865","1"
"13526","3509","8239","1"
"13531","3472","7953","1"
"13536","3491","8945","1"
"13541","3465","8195","1"
"13546","3493","8710","1"
"13551","3512","7919","1"
"13557","3504","8175","1"
"13562","3514","8225","1"
"13567","3488","8730","1"
"13572","3493","7899","1"
"13577","3494","8693","1"
"13582","3498","8010","1"
"13587","3475","9124","1"
"13592","3485","8246","1"
"13598","3499","8505","1"
"13603","3482","8246","1"
"13608","3499","8394","1"
"13613","3514","8175","1"
"13618","3478","8158","1"
"13623","3510","7788","1"
"13628","3483","7933","1"
"13633","3462","7906","1"
"13639","3465","8135","1"
"13644","3518","7892","1"
"13649","3496","7892","1"
"13654","3482","8377","1"
"13659","3490","7822","1"
"13664","3491","8252","1"
"13669","3465","7721","1"
"13674","3509","8202","1"
"13680","3501","8548","1"
"13685","3491","8202","1"
"13690","3485","8299","1"
"13695","3491","8478","1"
"13700","3482","8306","1"
"13705","3465","8942","1"
"13710","3482","7872","1"
"13715","3490","8532","1"
"13721","3478","8202","1"
"13726","3478","8548","1"
"13731","3490","7987","1"
"13736","3462","9016","1"
"13741","3491","8165","1"
"13746","3490","8770","1"
"13751","3501","8256","1"
"13757","3501","8737","1"
"13762","3493","7492","1"
"13767","3467","8710","1"
"13772","3491","7751","1"
"13777","3493","8437","1"
"13782","3478","8330","1"
"13787","3486","8165","1"
"13792","3480","8299","1"
"13798","3454","8306","1"
"13803","3491","8168","1"
"13808","3483","7751","1"
"13813","3483","8225","1"
"13818","3475","8141","1"
"13823","3467","8252","1"
"13828","3493","7953","1"
"13833","3472","7906","1"
"13838","3485","7781","1"
"13844","3459","8165","1"
"13849","3478","7778","1"
"13854","3485","8902","1"
"13859","3478","7892","1"
"13864","3483","7876","1"
"13869","3488","8357","1"
"13874","3478","7734","1"
"13880","3480","8131","1"
"13885","3454","8279","1"
"13890","3449","7849","1"
"13895","3459","8713","1"
"13900","3462","8151","1"
"13905","3469","8357","1"
"13910","3457","7926","1"
"13915","3483","8770","1"
"13921","3491","8333","1"
"13926","3480","8515","1"
"13931","3443","8340","1"
"13936","3464","8575","1"
"13941","3483","7919","1"
"13946","3457","8834","1"
"13951","3465","8020","1"
"13956","3474","8407","1"
"13962","3480","7859","1"
"13967","3462","7933","1"
"13972","3470","8306","1"
"13977","3474","7721","1"
"13982","3478","7953","1"
"13987","3480","8313","1"
"13992","3456","8390","1"
"13997","3456","8114","1"
"14003","3467","7876","1"
"14008","3461","8313","1"
"14013","3459","7754","1"
"14018","3462","8212","1"
"14023","3422","8131","1"
"14028","3453","8192","1"
"14033","3443","8296","1"
"14038","3466","7892","1"
"14044","3454","7754","1"
"14049","3458","8148","1"
"14054","3461","8797","1"
"14059","3434","7418","1"
"14064","3464","8427","1"
"14069","3477","7970","1"
"14074","3461","8683","1"
"14079","3453","7795","1"
"14085","3450","7987","1"
"14090","3445","8548","1"
"14095","3480","8575","1"
"14100","3461","7987","1"
"14105","3448","8434","1"
"14110","3451","7583","1"
"14115","3481","8505","1"
"14120","3481","7889","1"
"14126","3486","8831","1"
"14131","3463","8521","1"
"14136","3466","8659","1"
"14141","3476","7462","1"
"14146","3481","8289","1"
"14151","3484","8168","1"
"14156","3457","7919","1"
"14161","3486","8256","1"
"14167","3466","8175","1"
"14172","3494","8135","1"
"14177","3465","8306","1"
"14182","3470","7563","1"
"14187","3444","8417","1"
"14192","3468","8330","1"
"14197","3465","7788","1"
"14202","3468","8532","1"
"14208","3486","8269","1"
"14213","3455","8131","1"
"14218","3460","7805","1"
"14223","3452","7960","1"
"14228","3484","8135","1"
"14233","3471","8299","1"
"14238","3479","7899","1"
"14243","3464","8532","1"
"14249","3451","7849","1"
"14254","3482","8713","1"
"14259","3479","7519","1"
"14264","3477","8797","1"
"14269","3447","7751","1"
"14274","3472","8330","1"
"14279","3448","8299","1"
"14284","3484","8710","1"
"14290","3451","7751","1"
"14295","3458","8538","1"
"14300","3466","7876","1"
"14305","3466","8696","1"
"14310","3458","7936","1"
"14315","3450","7980","1"
"14320","3472","7717","1"
"14325","3458","8599","1"
"14331","3463","8054","1"
"14336","3456","8047","1"
"14341","3467","8434","1"
"14346","3455","7876","1"
"14351","3474","8091","1"
"14356","3454","7734","1"
"14361","3471","7936","1"
"14366","3457","8158","1"
"14372","3457","8256","1"
"14377","3454","7795","1"
"14382","3454","8229","1"
"14387","3458","7781","1"
"14392","3474","8565","1"
"14397","3465","8168","1"
"14402","3454","7899","1"
"14407","3447","8636","1"
"14413","3444","7788","1"
"14418","3460","7738","1"
"14423","3462","9073","1"
"14428","3465","7781","1"
"14433","3468","8340","1"
"14438","3460","8135","1"
"14443","3465","9134","1"
"14448","3470","8101","1"
"14454","3444","8316","1"
"14459","3465","8289","1"
"14464","3460","8515","1"
"14469","3446","8252","1"
"14474","3445","8532","1"
"14479","3470","8373","1"
"14484","3456","8515","1"
"14489","3451","7832","1"
"14495","3451","8488","1"
"14500","3461","8269","1"
"14505","3428","9040","1"
"14510","3427","8168","1"
"14515","3443","8141","1"
"14520","3461","7788","1"
"14525","3445","7950","1"
"14530","3448","7993","1"
"14536","3443","7771","1"
"14541","3428","8252","1"
"14546","3437","8357","1"
"14551","3465","8175","1"
"14556","3456","7993","1"
